insertion_sort,0,0,5
insertion_sort,0,1,3
insertion_sort,0,2,2
insertion_sort,0,3,2
insertion_sort,0,4,2
insertion_sort,100,0,1269
insertion_sort,100,1,1430
insertion_sort,100,2,1260
insertion_sort,100,3,1266
insertion_sort,100,4,1263
insertion_sort,200,0,4980
insertion_sort,200,1,4964
insertion_sort,200,2,4969
insertion_sort,200,3,4983
insertion_sort,200,4,4967
insertion_sort,300,0,11390
insertion_sort,300,1,11328
insertion_sort,300,2,11444
insertion_sort,300,3,11415
insertion_sort,300,4,11409
insertion_sort,400,0,20036
insertion_sort,400,1,19906
insertion_sort,400,2,19972
insertion_sort,400,3,19858
insertion_sort,400,4,20038
insertion_sort,500,0,31777
insertion_sort,500,1,32052
insertion_sort,500,2,31849
insertion_sort,500,3,32125
insertion_sort,500,4,31904
insertion_sort,600,0,45267
insertion_sort,600,1,45610
insertion_sort,600,2,45524
insertion_sort,600,3,45225
insertion_sort,600,4,44994
insertion_sort,700,0,61411
insertion_sort,700,1,61474
insertion_sort,700,2,61339
insertion_sort,700,3,61474
insertion_sort,700,4,61738
insertion_sort,800,0,80308
insertion_sort,800,1,83109
insertion_sort,800,2,80391
insertion_sort,800,3,80345
insertion_sort,800,4,80388
insertion_sort,900,0,101227
insertion_sort,900,1,100359
insertion_sort,900,2,101371
insertion_sort,900,3,101678
insertion_sort,900,4,100773
insertion_sort,1000,0,126382
insertion_sort,1000,1,126835
insertion_sort,1000,2,125996
insertion_sort,1000,3,126025
insertion_sort,1000,4,126495
insertion_sort,1100,0,154600
insertion_sort,1100,1,154599
insertion_sort,1100,2,155176
insertion_sort,1100,3,155711
insertion_sort,1100,4,153646
insertion_sort,1200,0,182701
insertion_sort,1200,1,183274
insertion_sort,1200,2,182844
insertion_sort,1200,3,181340
insertion_sort,1200,4,181358
insertion_sort,1300,0,215295
insertion_sort,1300,1,214815
insertion_sort,1300,2,214272
insertion_sort,1300,3,214917
insertion_sort,1300,4,215776
insertion_sort,1400,0,247921
insertion_sort,1400,1,246011
insertion_sort,1400,2,245662
insertion_sort,1400,3,246431
insertion_sort,1400,4,246373
insertion_sort,1500,0,285095
insertion_sort,1500,1,283931
insertion_sort,1500,2,283030
insertion_sort,1500,3,284956
insertion_sort,1500,4,283162
insertion_sort,1600,0,323412
insertion_sort,1600,1,323433
insertion_sort,1600,2,323927
insertion_sort,1600,3,324159
insertion_sort,1600,4,323030
insertion_sort,1700,0,365199
insertion_sort,1700,1,365635
insertion_sort,1700,2,366650
insertion_sort,1700,3,366428
insertion_sort,1700,4,365994
insertion_sort,1800,0,409118
insertion_sort,1800,1,406649
insertion_sort,1800,2,407412
insertion_sort,1800,3,408911
insertion_sort,1800,4,408478
insertion_sort,1900,0,458281
insertion_sort,1900,1,459874
insertion_sort,1900,2,458987
insertion_sort,1900,3,457340
insertion_sort,1900,4,459446
insertion_sort,2000,0,505387
insertion_sort,2000,1,506768
insertion_sort,2000,2,508714
insertion_sort,2000,3,507324
insertion_sort,2000,4,510261
insertion_sort,2100,0,560064
insertion_sort,2100,1,559235
insertion_sort,2100,2,559905
insertion_sort,2100,3,557702
insertion_sort,2100,4,560766
insertion_sort,2200,0,608991
insertion_sort,2200,1,611268
insertion_sort,2200,2,611583
insertion_sort,2200,3,613875
insertion_sort,2200,4,611712
insertion_sort,2300,0,670160
insertion_sort,2300,1,673375
insertion_sort,2300,2,669789
insertion_sort,2300,3,669973
insertion_sort,2300,4,667098
insertion_sort,2400,0,729369
insertion_sort,2400,1,731415
insertion_sort,2400,2,735799
insertion_sort,2400,3,726745
insertion_sort,2400,4,729258
insertion_sort,2500,0,790754
insertion_sort,2500,1,774113
insertion_sort,2500,2,714282
insertion_sort,2500,3,702951
insertion_sort,2500,4,697799
insertion_sort,2600,0,761171
insertion_sort,2600,1,744025
insertion_sort,2600,2,735883
insertion_sort,2600,3,753390
insertion_sort,2600,4,753363
insertion_sort,2700,0,819830
insertion_sort,2700,1,801020
insertion_sort,2700,2,812433
insertion_sort,2700,3,800991
insertion_sort,2700,4,800124
insertion_sort,2800,0,867208
insertion_sort,2800,1,878306
insertion_sort,2800,2,868078
insertion_sort,2800,3,869169
insertion_sort,2800,4,864151
insertion_sort,2900,0,945482
insertion_sort,2900,1,940162
insertion_sort,2900,2,936665
insertion_sort,2900,3,934718
insertion_sort,2900,4,932126
insertion_sort,3000,0,990868
insertion_sort,3000,1,1004559
insertion_sort,3000,2,994841
insertion_sort,3000,3,1035400
insertion_sort,3000,4,1018433
insertion_sort,3100,0,1078931
insertion_sort,3100,1,1094478
insertion_sort,3100,2,1082083
insertion_sort,3100,3,1046582
insertion_sort,3100,4,1054569
insertion_sort,3200,0,1133364
insertion_sort,3200,1,1138518
insertion_sort,3200,2,1135298
insertion_sort,3200,3,1129297
insertion_sort,3200,4,1151542
insertion_sort,3300,0,1193217
insertion_sort,3300,1,1214063
insertion_sort,3300,2,1220950
insertion_sort,3300,3,1217246
insertion_sort,3300,4,1209465
insertion_sort,3400,0,1291971
insertion_sort,3400,1,1296837
insertion_sort,3400,2,1305983
insertion_sort,3400,3,1300922
insertion_sort,3400,4,1287561
insertion_sort,3500,0,1375169
insertion_sort,3500,1,1356181
insertion_sort,3500,2,1341921
insertion_sort,3500,3,1360934
insertion_sort,3500,4,1367327
insertion_sort,3600,0,1469803
insertion_sort,3600,1,1459913
insertion_sort,3600,2,1444905
insertion_sort,3600,3,1446475
insertion_sort,3600,4,1426771
insertion_sort,3700,0,1514156
insertion_sort,3700,1,1555610
insertion_sort,3700,2,1562247
insertion_sort,3700,3,1563314
insertion_sort,3700,4,1544047
insertion_sort,3800,0,1599297
insertion_sort,3800,1,1581319
insertion_sort,3800,2,1593253
insertion_sort,3800,3,1623569
insertion_sort,3800,4,1612674
insertion_sort,3900,0,1669544
insertion_sort,3900,1,1678272
insertion_sort,3900,2,1696539
insertion_sort,3900,3,1685022
insertion_sort,3900,4,1685914
insertion_sort,4000,0,1826766
insertion_sort,4000,1,1794739
insertion_sort,4000,2,1798516
insertion_sort,4000,3,1757030
insertion_sort,4000,4,1773954
insertion_sort,4100,0,1871807
insertion_sort,4100,1,1900343
insertion_sort,4100,2,1923838
insertion_sort,4100,3,1969355
insertion_sort,4100,4,1909211
insertion_sort,4200,0,1994550
insertion_sort,4200,1,1956628
insertion_sort,4200,2,1979441
insertion_sort,4200,3,1976592
insertion_sort,4200,4,1975283
insertion_sort,4300,0,2084760
insertion_sort,4300,1,2078814
insertion_sort,4300,2,2064025
insertion_sort,4300,3,2052564
insertion_sort,4300,4,2055768
insertion_sort,4400,0,2207011
insertion_sort,4400,1,2158580
insertion_sort,4400,2,2157018
insertion_sort,4400,3,2151707
insertion_sort,4400,4,2147728
insertion_sort,4500,0,2240353
insertion_sort,4500,1,2271946
insertion_sort,4500,2,2278598
insertion_sort,4500,3,2262729
insertion_sort,4500,4,2333600
insertion_sort,4600,0,2366635
insertion_sort,4600,1,2418771
insertion_sort,4600,2,2367173
insertion_sort,4600,3,2361824
insertion_sort,4600,4,2364316
insertion_sort,4700,0,2464410
insertion_sort,4700,1,2442377
insertion_sort,4700,2,2480090
insertion_sort,4700,3,2452740
insertion_sort,4700,4,2499529
insertion_sort,4800,0,2619111
insertion_sort,4800,1,2654375
insertion_sort,4800,2,2631565
insertion_sort,4800,3,2567491
insertion_sort,4800,4,2564797
insertion_sort,4900,0,2704946
insertion_sort,4900,1,2689306
insertion_sort,4900,2,2674319
