portfolio,expected_return,sharpe_ratio,volatility,
["IE00B50W2R13_IE00BH65QH62_IE00BDFB7639",0.026684329737328483,0.38154116576709296,0.01751928844660722]
["IE00B50MZ724_GB00B3X7QG63_IE00B1S75374",0.054690719651721016,0.4472203021579228,0.07756964405312486]
["GB00B5B71H80_GB00B3X7QG63_IE00BDFB7639",0.04092417405385576,0.2713979102598735,0.07709777143759174]
["IE00B523L313_IE00BFRTDB69_IE00B1S74Q32",0.05876984048898111,0.6874702122024466,0.05639493871999815]
["GB00B3X7QG63_IE00B50MZ948_IE00B1S75374",0.04184084318738549,0.32814906731311594,0.06655768784052407]
["GB00B3X7QG63_IE00B50MZ948_IE00BFRTDB69",0.03672729321320772,0.23339806920884248,0.07166851581038698]
["GB00B3X7QG63_IE00B3X1NT05_IE00BFRTDB69",0.05183649261143279,0.42321376638792735,0.07522556008315366]
["IE00B523L313_GB00B4M89245_IE00B50W2R13",0.06332931517847128,0.7325186748876044,0.059151140665621396]
["GB00B45Q9038_IE00BFRTDB69_IE00B1S75374",0.04222486348374525,0.2949675486938876,0.07534680876644448]
["IE00B50MZ948_GB00B5B71Q71_IE00B1S75374",0.08437945565059214,0.6828864718661222,0.09427548839071677]
["GB00B5B71H80_IE00B523L313_IE00BFRTDB69",0.06254385880649593,0.5739945259130926,0.07411892776994429]
["IE00B50MZ724_IE00B50W2R13_IE00B1S75374",0.0456253016240505,0.4816491562462481,0.053203252391766466]
["IE00B50MZ724_GB00B45Q9038_IE00BDFB7639",0.05572007342178825,0.5228787363183728,0.06831425900639197]
["GB00B45Q9038_IE00B1S74Q32_IE00B9M1BB17",0.04338715194728808,0.3897961728891489,0.05999841346297407]
["GB00B5B71Q71_GB00B4M89245_IE00B1S75374",0.08611160473321872,0.755602877236305,0.08749517335750319]
["IE00B50W2R13_IE00BFRTDB69_IE00B9M1BB17",0.02457251525078496,0.2530207515417038,0.01807170053414097]
["IE00B523L313_GB00B45Q9038_IE00B1S74Q32",0.0739978479615575,0.7193164564464185,0.07506827833234728]
["GB00BD3RZ582_GB00B5B71Q71_IE00BFRTDB69",0.08574975094363571,0.6641507185159432,0.09899823806643575]
["GB00BD3RZ368_GB00B5B71H80_IE00BDFB7639",0.04022923063801786,0.2585902682765607,0.078228893812751]
["GB00B5B71Q71_IE00B1S74Q32_IE00B9M1BB17",0.06981398171086096,0.7579040347071783,0.06572597509671123]
["GB00BD3RZ368_GB00B5B71H80_IE00BFRTDB69",0.03881144960516592,0.2297867514151864,0.08186481374279392]
["GB00B5B71H80_IE00B50W2R13_IE00BDFB7639",0.029101476317360896,0.43840403541729583,0.020760475684713155]
["IE00B50MZ724_IE00B50W2R13_IE00B9M1BB17",0.039145679881920734,0.47166914300743795,0.04059133434051847]
["GB00B45Q9038_GB00B4M89245_IE00BH65QH62",0.046591974969372,0.3069912167528509,0.08662128920378974]
["IE00B523L313_GB00B45Q9038_IE00BH65QH62",0.06870129159820572,0.6481765163900872,0.07513584705203387]
["GB00B5B71H80_IE00B50W2R13_IE00BFRTDB69",0.030385471451335938,0.28010955308363544,0.03707646289462691]
["IE00B50MZ724_GB00B3X7QG63_GB00B45Q9038",0.06698524031808628,0.5372234972475314,0.08745939177793881]
["GB00BD3RZ582_GB00B3X7QG63_IE00BDFB7639",0.05806926311270528,0.537383863095155,0.07084184272567993]
["IE00B50MZ724_IE00B50MZ948_IE00B9M1BB17",0.048707695077425,0.3165239573968417,0.09069675266770644]
["GB00B4M89245_IE00B50W2R13_IE00B1S75374",0.038287379557190485,0.3118933079001024,0.05863344641895242]
["GB00BD3RZ368_GB00B4M89245_IE00BFRTDB69",0.04243084945730848,0.3947177978537074,0.0568275602956772]
["IE00B50W2R13_IE00B1S74Q32_IE00B1S75374",0.0343400807239686,0.36232869891226493,0.0395775459327911]
["GB00B5B71H80_IE00BH65QH62_IE00B9M1BB17",0.0278164748474374,0.13507127491979792,0.05786926089265563]
["IE00B50MZ724_GB00BD3RZ368_GB00B5B71Q71",0.09985845077426117,0.6405733729650837,0.12466714063466713]
["IE00B50MZ724_IE00B3X1NT05_GB00B4M89245",0.06974577303568012,0.5487464715529319,0.09065347225814764]
["IE00B50MZ724_GB00BD3RZ368_IE00B50W2R13",0.05196641293708237,0.4475327505387525,0.07142809749364779]
